AcX 1,AcY 1,AcZ 1,GyX 1,GyY 1,GyZ 1,AcX 2,AcY 2,AcZ 2,GyX 2,GyY 2,GyZ 2,AcX 3,AcY 3,AcZ 3,GyX 3,GyY 3,GyZ 3,voltage,current,power,energy
3342,-1500,-6686,-2443,-2219,8574,6120,2700,-4370,5832,-2140,-3690,-776,-1044,7010,16,146,557,5.07,1139,5778,306.7
3412,-3342,-6984,-2826,-1077,7031,6000,6746,-4586,4482,-1554,-1789,-696,-1772,6570,-95,86,589,5.08,973,4944,306.9
3958,-5776,-7454,-2729,-173,5630,6770,9070,-4940,2777,-523,-742,-864,-1858,6372,-114,85,533,5.07,1080,5480,306.9
4000,-7890,-7856,-1877,478,4163,7776,9534,-4762,247,259,-1364,-954,-1784,6520,-106,88,457,5.07,1134,5753,307
4386,-9512,-7710,821,1288,1343,7410,7006,-4700,-3380,579,758,-764,-1362,6622,-6,135,147,5.08,973,4944,307.1
4594,-7912,-7002,1876,1533,-276,7404,4642,-4594,-4337,897,1569,-828,-1256,6470,82,210,-110,5.06,1163,5890,307.2
4400,-4078,-5426,1974,2105,-3070,6484,1786,-3484,-4998,2662,3068,-1162,-1278,7188,225,271,-562,5.08,968,4919,307.3
3880,-2576,-5056,1217,2184,-4791,6118,1140,-3136,-4988,2691,3965,-1210,-1304,7358,246,269,-690,5.07,1105,5604,307.4
3946,-2952,-4682,912,2404,-6186,5854,348,-2842,-5150,2303,4860,-1304,-1252,7184,226,264,-710,5.06,1153,5841,307.5
3564,-1948,-4198,694,2685,-8204,4656,-1316,-2944,-5402,2112,5633,-1546,-1224,6714,112,310,-596,5.08,968,4919,307.6
3456,-1106,-4100,886,2876,-9069,3770,-3840,-2386,-5147,2134,5754,-1534,-1254,6622,45,353,-564,5.07,1119,5678,307.7
3230,190,-4044,1319,3081,-9645,3412,-5146,-1350,-4529,2065,6105,-1568,-1374,6482,26,407,-579,5.07,1124,5703,307.8
2418,3044,-3750,1480,3351,-10003,3306,-5380,-1442,-2641,2118,6077,-154,-986,7806,91,626,-716,5.08,982,4994,307.9
2436,4074,-3726,1212,3588,-10365,3000,-5086,-606,-2898,2078,5562,-1120,-38,9770,202,532,-783,5.07,1090,5530,308
2248,4076,-3238,1284,4293,-10693,2318,-9018,-270,-3332,2432,4774,-1490,540,9956,286,396,-855,5.07,1085,5505,308
1042,8500,18,1750,4535,-9796,2954,-9170,-2370,-4153,2806,3508,-1338,508,7776,216,201,-320,5.08,1007,5118,308.2
1316,10908,1216,1440,4722,-9280,1926,-9484,-1514,-4351,1004,3599,-688,308,7138,219,236,-187,5.07,1100,5579,308.2
754,11876,2028,387,5846,-8557,6828,-10972,-1888,-4075,469,4724,-1152,-900,6030,95,-30,61,5.08,968,4919,308.4
-340,12980,3380,801,5852,-7406,536,-10604,-386,-5566,982,691,-1020,-858,5436,-30,-180,227,5.07,1124,5703,308.4
-1100,17204,5572,788,3922,-4910,2298,-17612,-4030,-5182,1943,1534,-1162,-1042,5336,-77,-94,454,5.07,1114,5654,308.5
-262,22466,8310,-1480,-216,-1755,3462,-19294,-3816,-480,-3803,-476,-1158,-310,5648,-164,105,886,5.08,958,4869,308.6
550,20732,8858,-1585,-1369,253,5266,-18954,-4684,1817,-3870,-252,-1896,-612,7822,-280,-372,214,5.07,1114,5654,308.7
1620,19838,8018,-714,-2615,2298,5996,-17622,-4720,3430,-3593,-2128,-1442,-710,7682,-331,-602,682,5.06,1124,5692,308.8
5914,17994,6836,487,-4426,4683,5216,-14500,-3882,3411,1955,-3892,-1920,-1114,8108,-355,-578,826,5.07,1022,5182,308.9
3632,18450,5190,-57,-3874,5236,5306,-15188,-3898,4244,1732,-4974,-2190,-460,9066,-299,-714,827,5.06,1119,5667,309
4562,16188,4368,-386,-4878,6847,5584,-13658,-3492,4695,-134,-5506,-2416,-1110,8352,-220,-229,499,5.06,1119,5667,309.1
5386,13500,1412,-980,-6179,8305,5900,-10164,-3146,6004,-2423,-5909,-2542,94,8650,29,115,420,5.08,963,4894,309.2
4208,9366,-470,-652,-7261,9801,6216,-8126,-3114,6284,-1906,-6264,-2234,-182,8406,108,134,489,5.07,1095,5554,309.3
3864,8512,-1882,-945,-6909,9912,6024,-6622,-3390,6729,-1282,-6294,-2148,-486,7522,145,337,397,5.07,1124,5703,309.4
3096,3848,-3524,-1206,-5578,10228,4776,-3450,-3540,7316,-486,-5994,-1736,-854,7086,60,367,455,5.08,963,4894,309.5
2346,3086,-4576,-1894,-5810,9116,4726,-944,-4008,7463,-1046,-5357,-1552,-1232,7150,-35,360,614,5.07,1100,5579,309.5
3160,338,-5214,-2247,-4715,8178,5138,2850,-4284,6968,-1958,-4425,-1174,-1430,7046,-171,268,750,5.06,1129,5717,309.6
2578,-2858,-6794,-2799,-1504,6934,4762,5668,-4502,5369,-1505,-3413,-518,-1660,6798,-363,63,856,5.08,978,4969,309.7
3288,-5070,-7898,-2892,128,5661,5658,7622,-4476,4348,-1037,-2505,-456,-1496,6964,-396,-68,768,5.07,1109,5629,309.8
3170,-8812,-9306,-1322,1748,4304,6250,9362,-4514,2597,-408,-770,-622,-1354,6752,-376,-71,641,5.07,1109,5629,309.9
3474,-9110,-9576,648,2141,1376,7664,9390,-5452,-1465,853,1064,-874,-1218,6632,-201,2,173,5.08,968,4919,310
3274,-7920,-8806,1557,2588,-288,7082,7408,-4956,-3215,866,1977,-970,-1152,6600,-68,8,-62,5.06,1129,5717,310.1
2590,-4356,-6788,1758,3279,-2579,6544,4310,-3692,-4833,2431,3254,-1322,-1242,6764,121,100,-388,5.08,958,4869,310.2
2728,-3026,-5992,1494,4039,-3637,5738,3084,-3164,-4878,3069,3854,-1378,-1208,6860,154,143,-459,5.08,992,5043,310.3
2820,-2778,-5422,1199,4859,-6042,5118,766,-2490,-4848,2718,5387,-1528,-1054,6794,148,229,-487,5.07,1114,5654,310.4
2042,-2374,-4910,2058,5291,-6722,4530,462,-2356,-4744,2427,6118,-1772,-1072,6474,109,318,-447,5.07,1100,5579,310.5
1330,194,-4622,3713,6503,-8330,3050,-2756,-1374,-4777,2156,6797,-1824,-964,6570,53,355,-347,5.08,963,4894,310.6
1286,1734,-3258,4203,5829,-9051,2142,-5176,662,-4056,1385,6588,-1934,-980,6928,53,355,-331,5.08,1090,5540,310.7
536,5434,-1030,4148,5581,-9077,970,-6660,1630,-3244,405,6831,-2042,-814,6988,76,446,-312,5.07,1109,5629,310.7
560,9012,848,3593,4394,-8839,928,-7544,-684,-4576,2028,6799,-1538,-734,6852,120,558,-326,5.08,968,4919,310.9
714,8900,538,3333,4315,-8656,368,-10536,-1590,-5441,3160,6845,-1540,-768,6624,119,475,-264,5.06,1163,5890,310.9
-204,11284,3186,3244,4492,-8100,640,-13740,-458,-6213,4138,3899,-1904,-842,6820,105,363,-197,5.07,1090,5530,311
-508,18668,7254,1785,2087,-5931,1832,-15124,-2386,-5431,1416,-354,446,-128,9436,277,445,-376,5.08,978,4969,311.1
-278,19104,7630,841,470,-5028,1366,-18178,-524,-3780,-1145,285,-808,880,10826,440,197,-433,5.07,1095,5554,311.2
738,17312,5976,1821,-2749,-2402,3004,-19366,-4534,-1170,-2604,654,-1914,1446,10548,346,-784,261,5.08,968,4919,311.3
1660,18546,4188,2387,-4241,-284,6330,-17490,-4774,-1127,-2695,-4274,-1512,142,7700,132,-967,789,5.07,1158,5877,311.4
3024,20148,4046,2055,-4886,1300,5618,-18604,-4300,547,-1913,-3339,-1274,-208,6230,-9,-855,1025,5.06,1129,5717,311.5
4476,20528,3384,-44,-5700,4073,3516,-17064,-3418,3862,-9468,-3034,-3448,-1870,5648,-243,-866,443,5.08,973,4944,311.6
4244,18310,3442,-980,-6963,5807,6092,-15092,-3330,4187,-3863,-3689,-586,-1816,5424,-296,-585,1008,5.07,1119,5678,311.7
2242,15656,1972,-2074,-12069,8183,4838,-13740,-3144,4954,-2090,-6741,-1702,-1706,5902,-323,-254,1154,5.07,1105,5604,311.8
7270,14056,1194,-2099,-4958,7662,5298,-12058,-3568,6004,-112,-7659,-1412,-1316,6672,-275,-89,734,5.07,1105,5604,311.9
3440,9334,-500,-3368,-5547,8423,5194,-9446,-4302,8781,2643,-5792,-1368,-594,8226,-175,-287,525,5.08,963,4894,312
3106,7424,-1602,-2851,-5899,10425,4414,-7668,-5166,9833,1227,-5070,-1204,-814,8070,-84,-275,332,5.07,1119,5678,312.1
1884,7008,-2260,-2819,-7481,11055,3538,-5764,-4710,9876,-2277,-5575,-868,-962,7898,-23,-210,196,5.07,1124,5703,312.1
2738,3508,-2760,-2976,-4239,10521,2908,-1950,-5034,8739,-4045,-8273,-546,-234,8434,135,-303,72,5.08,973,4944,312.3
1428,2604,-4600,-3441,-3532,10126,3342,-848,-5232,8457,-3282,-8031,-1060,286,8582,256,-364,255,5.07,1105,5604,312.3
1634,1668,-6020,-4018,-2160,8775,4430,664,-5428,9596,-2293,-6054,-1936,-34,8096,303,-375,396,5.06,1124,5692,312.4
1878,-176,-7974,-4991,-2461,8201,6538,4918,-7270,9170,-1732,-2538,-2260,-820,7682,252,-227,659,5.08,963,4894,312.5
1688,-2222,-8578,-5362,-1988,7144,6302,7004,-7948,7793,-2541,-2202,-2176,-1034,7402,188,-148,827,5.07,1114,5654,312.6
2658,-7962,-9890,-2460,-1169,5397,7578,12246,-8674,3425,-4486,-1319,-1444,-1248,6806,22,-46,874,5.08,982,4994,312.7
3574,-10584,-11106,60,-867,4104,10248,13480,-8812,-1239,-2702,-1514,-926,-1442,6404,-69,29,722,5.06,1149,5816,312.8
4492,-10360,-11546,2402,-640,2329,10612,8706,-8090,-3526,958,719,-784,-1538,6632,-119,76,509,5.06,1119,5667,312.9
4736,-7252,-10304,4528,445,-1079,8614,4310,-6534,-4112,906,5053,-630,-1756,7040,-119,25,41,5.08,973,4944,313
4446,-5278,-8842,5309,1197,-2308,7914,4252,-5570,-4852,1366,4711,-738,-1612,7158,-96,21,-180,5.08,1085,5515,313.1
4088,-2214,-8406,5010,1704,-4153,8046,4356,-6162,-5761,2698,4702,-810,-1596,7318,-87,36,-324,5.07,1085,5505,313.2
4270,-2322,-7244,3567,2851,-7327,7372,1818,-5912,-7409,5056,5515,-1094,-1374,7022,-86,47,-447,5.08,963,4894,313.3
4092,-2482,-6888,3460,3253,-8175,6594,1186,-5018,-8016,5442,6096,-1250,-1382,6608,-81,101,-536,5.08,1070,5441,313.3
3380,-1602,-6168,4192,3912,-9068,4654,120,-4508,-8803,5521,6256,-1388,-1336,6210,-82,191,-631,5.06,1124,5692,313.4
1694,684,-5552,5376,5347,-10087,2008,-4188,-2952,-8639,4041,6062,-1636,-1304,6266,-3,331,-852,5.08,963,4894,313.6
808,1972,-5218,5550,5734,-10751,536,-5362,-1542,-8228,2457,6497,-1902,-1360,6376,51,472,-940,5.07,1090,5530,313.6
-162,5842,-2798,5195,5792,-10368,580,-6440,-1828,-7671,2527,7362,-1328,-1290,6806,66,436,-1182,5.06,1119,5667,313.7
392,10968,-746,2103,5431,-9960,48,-9516,-2282,-7607,3161,6069,-1160,-758,7226,168,649,-1295,5.08,973,4944,313.8
1262,9352,-2296,642,6626,-10282,-470,-10630,-1070,-7233,2557,5427,-1052,-696,7200,192,635,-1290,5.07,1080,5480,313.9
-122,6712,-3266,1012,7746,-10067,-802,-12938,-982,-7384,2730,4628,-1256,-836,7134,162,447,-1156,5.06,1129,5717,314
-2090,10300,1110,2949,7550,-8474,2300,-8566,-4108,-7926,4060,3195,-1534,-1084,6628,64,319,-1005,5.08,973,4944,314.1
-1804,14300,3896,2864,6408,-6989,1476,-13166,-4186,-7691,3643,2269,-340,-636,8036,107,506,-1185,5.06,1153,5841,314.2
-1192,16840,4650,1856,4715,-6053,694,-16084,-5270,-6828,3185,982,-1202,240,10288,171,519,-1246,5.06,1139,5766,314.3
-718,17062,3616,1480,2248,-4404,-3074,-17670,-4178,-2619,-1645,3878,-1732,1340,9248,-94,-203,-763,5.08,978,4969,314.4
-78,19756,4414,943,586,-2770,10272,-18838,-6266,429,2426,2063,-1458,1044,7204,-283,-547,113,5.07,1114,5654,314.5
1520,19534,5944,65,-1889,-388,-3050,-15176,-4526,-314,-4534,-3598,-922,354,6236,-331,-580,244,5.07,1100,5579,314.5
2178,21202,6454,-616,-4302,2832,4370,-14984,-3338,3197,-4721,-3344,-1458,-362,5748,-377,-600,465,5.07,973,4934,314.7
4474,18280,6302,-325,-6261,4666,5516,-15364,-3380,4287,-507,-3680,2562,-4122,9056,-491,-427,503,5.06,1149,5816,314.7
3856,18310,3808,-1059,-4442,4882,5850,-13916,-3580,6371,6126,-3942,-2560,-70,5808,-260,-768,255,5.06,1129,5717,314.8
4988,13672,1152,-2091,-5926,7090,4548,-13144,-4050,6879,-702,-3196,-1454,-1266,8184,-210,-512,714,5.08,982,4994,314.9
3166,12832,154,-2889,-8132,7272,4644,-10238,-3780,8265,-2702,-3753,-1466,-1454,10034,-173,-624,655,5.07,1119,5678,315
5148,9738,-868,-2761,-7402,8824,5344,-8414,-4170,8349,-2840,-4138,-2104,-1234,7512,-203,-514,653,5.07,1105,5604,315.1
2644,7372,-2910,-3196,-4260,9021,4636,-3696,-3286,7191,-1339,-5481,-2644,-1652,6700,-242,-94,522,5.08,978,4969,315.2
3052,6026,-4024,-3741,-5587,8816,5128,-2946,-3066,6783,-1872,-4371,-2286,-1138,7410,-229,82,316,5.06,1144,5791,315.3
3422,4606,-4518,-3926,-4746,8307,6040,-1426,-3302,6432,-2452,-3768,-1980,-520,7550,-185,224,279,5.06,1134,5742,315.4
2182,1054,-5480,-3849,-3526,7383,6250,222,-3772,4986,-2329,-4213,-1526,-260,7508,-58,288,276,5.08,973,4944,315.5
2354,-478,-6116,-3487,-2574,6969,6882,1340,-4098,4525,-3188,-3727,-1470,-526,7800,-46,228,383,5.07,1100,5579,315.6
2810,-1954,-6410,-2827,-1601,6440,7486,2376,-4578,4566,-3616,-2260,-1282,-1010,7456,-59,200,481,5.05,1276,6447,315.7
3352,-4000,-7214,-1482,-862,4996,7998,4806,-5008,3183,97,868,-726,-1570,6960,-121,57,615,5.08,973,4944,315.8
4118,-4824,-7350,-713,-565,3516,8132,5398,-4252,1900,1324,1854,-804,-1838,6442,-151,44,579,5.06,1139,5766,315.9
4844,-6542,-8106,953,-598,860,7798,4968,-4454,-1534,1448,1962,-1220,-1948,6068,-223,99,353,5.08,978,4969,316
5086,-5514,-8310,1943,-184,-150,7438,3020,-4570,-2989,1703,1619,-1358,-2080,6006,-232,217,222,5.07,1105,5604,316.1
5268,-4286,-8002,2237,961,-1362,7740,2038,-4212,-4228,2648,1644,-1246,-2114,6296,-226,250,22,5.07,1109,5629,316.2
4776,-1930,-6678,1624,2566,-3641,6406,784,-3198,-5478,3670,2313,-1176,-1166,6526,-57,366,-408,5.08,973,4944,316.3
4470,-1980,-6070,1288,3402,-4780,5316,-166,-2648,-5616,3525,3050,-1234,-966,6516,58,446,-560,5.08,1085,5515,316.4
3936,-1870,-5762,1457,3959,-5710,4332,-2322,-1478,-5093,3134,3569,-1182,-916,6852,139,439,-645,5.07,1095,5554,316.4
2870,-1140,-5012,2662,4853,-6948,3322,-5488,314,-3453,1573,3670,-1162,-1314,7240,156,440,-677,5.08,968,4919,316.5
2412,-570,-4644,3629,5505,-7569,4280,-6068,966,-2910,1528,3546,-1042,-1496,7310,121,441,-636,5.08,1080,5491,316.6
1590,888,-4646,4492,5789,-8011,3724,-5958,260,-2225,1791,5031,-1008,-1434,7196,73,404,-574,5.07,1119,5678,316.7
410,5392,-3468,3740,5979,-8878,2572,-3044,-896,-3722,2424,6339,-1302,-1126,6834,60,411,-490,5.08,978,4969,316.8
336,8088,-748,1904,5763,-9302,1384,-4944,-434,-5571,2997,5662,-1556,-944,6892,97,464,-471,5.07,1095,5554,316.9
924,7328,78,148,6164,-9997,-3304,-10632,-214,-10088,3083,4458,-1714,-1262,6768,144,625,-574,5.08,992,5043,317
50,6104,178,878,6411,-9762,338,-13558,-3328,-9843,6664,1788,-1384,-1400,6592,101,660,-650,5.08,1095,5565,317.1
-1644,8570,2386,2058,6026,-8968,9448,-9990,-3366,-6589,9644,334,-1184,-1450,6948,42,628,-724,5.07,1129,5728,317.2
-1772,16762,5270,227,2911,-6270,11306,-15112,-7200,-5642,-12036,2909,-1012,-282,8572,53,778,-825,5.08,978,4969,317.3
-4150,21296,5386,594,2950,-5850,-1318,-14844,-5080,-2051,-1561,2654,-1034,870,9734,55,484,-674,5.06,1149,5816,317.4
-1850,20454,5728,199,628,-4314,7700,-20002,-8522,-779,1714,603,-1720,1036,9860,-26,16,-281,5.06,1139,5766,317.4
-948,21312,7048,506,-1551,-768,7810,-19832,-6634,1017,423,-3500,-1794,522,7790,-240,-563,705,5.08,978,4969,317.6
1024,20270,7486,837,-3075,1148,3260,-15006,-3634,1208,1127,-6739,-1422,-380,6876,-313,-659,994,5.07,1212,6149,317.6
1698,18296,6830,1508,-3770,3009,948,-16008,-3040,2245,-129,-4640,-1628,-768,6464,-314,-627,1231,5.06,1129,5717,317.7
2962,18398,4210,377,-5956,5973,5070,-12722,-4328,3588,1917,-4677,-2800,-922,8508,-339,-857,485,5.08,978,4969,317.8
3762,17436,2460,-1085,-6689,6709,4412,-13392,-2608,4338,2739,-3663,-86,-1062,7018,-123,-498,957,5.07,1134,5753,317.9
3434,15528,1300,-2677,-5980,7754,4440,-11012,-3682,5461,193,-5787,-1182,-1292,9544,-23,-683,935,5.06,1144,5791,318
1516,11230,-318,-3793,-6249,9037,3878,-8744,-3416,4915,-2924,-7545,-1818,-1382,8906,77,-724,556,5.08,992,5043,318.1
2002,9070,-1048,-3101,-6410,9657,4904,-7922,-3300,5622,-2240,-7208,-2256,-1318,7998,39,-688,700,5.06,1139,5766,318.2
2950,9126,-2454,-3101,-5515,9798,4770,-6682,-3682,6525,-216,-6859,-2162,-1410,8218,-13,-644,559,5.06,1129,5717,318.3
1054,6590,-3784,-4045,-3012,9441,4302,-4576,-3894,8764,58,-5434,-1688,-830,8064,-81,-608,680,5.08,982,4994,318.4
318,5724,-4690,-5069,-4919,9272,4416,-2996,-3886,9381,-1373,-4584,-1984,-462,7446,-74,-506,697,5.07,1095,5554,318.5
1806,2758,-5218,-5585,-5168,8418,4868,-552,-4358,9937,-1152,-3620,-1918,-392,7882,-36,-460,833,5.07,1124,5703,318.6
2542,-5232,-7940,-4384,-3636,7431,6978,4882,-5778,9378,606,655,-1074,-1026,7700,11,-470,951,5.08,973,4944,318.7
3954,-6838,-8602,-3355,-1435,5682,7776,8532,-6298,6776,-657,596,-646,-1580,6608,6,-465,870,5.07,1105,5604,318.8
5074,-8488,-9930,-825,-32,3735,8906,10092,-7082,1959,-858,1604,-992,-1884,5702,-44,-265,556,5.08,978,4969,318.9
4682,-7640,-9780,-50,569,1972,10700,8046,-6488,126,711,2591,-1186,-1754,5824,-78,-212,467,5.08,1105,5615,319
4636,-7228,-10044,578,1520,322,10302,5684,-5376,-997,1408,4124,-1202,-1674,6604,-91,-219,375,5.07,1100,5579,319
4912,-5338,-8344,1893,2132,-2231,8040,3746,-3428,-2735,-820,4186,-824,-1350,7116,-36,-162,174,5.08,982,4994,319.2
4740,-4152,-6762,1936,2957,-4188,8858,2678,-3394,-3878,832,3236,-848,-1288,6958,14,-36,-4,5.07,1080,5480,319.2
4240,-3646,-5904,2497,3567,-5283,7168,1424,-3168,-4524,1936,3794,-1054,-1220,6946,82,49,-88,5.07,1100,5579,319.3
3132,-1300,-4866,3720,4758,-7033,7114,-508,-2824,-5569,3860,4718,-1224,-1224,6814,133,70,-66,5.08,968,4919,319.4
3024,-394,-4592,4591,5334,-7705,5514,-1900,-2030,-5557,3880,4688,-1182,-1202,6554,135,111,-48,5.07,1080,5480,319.5
1422,2546,-4380,6245,5919,-8311,2958,-3644,-1508,-5765,3805,5068,-1088,-1530,6460,116,201,-182,5.08,963,4894,319.6
600,6016,-2766,5903,6156,-8522,1646,-4510,-1610,-6214,3969,5544,-1386,-1564,6412,126,314,-270,5.07,1109,5629,319.7
256,9604,-50,4372,5982,-8869,722,-7948,-902,-6757,3233,5745,-1466,-1638,6584,146,450,-428,5.07,1124,5703,319.8
-446,9734,410,1710,6170,-9534,-882,-14366,188,-6430,2720,3461,-1288,-1854,6514,152,657,-655,5.08,973,4944,319.9
-1358,8220,-484,1683,6520,-9484,-1900,-14960,48,-5375,1889,2496,-1158,-1894,6552,150,665,-748,5.08,1105,5615,320
-2450,7972,394,2483,7003,-8898,726,-11310,-2412,-5041,1993,2213,-708,-2048,5966,102,558,-996,5.07,1109,5629,320.1
-1996,16634,7652,1513,4465,-6394,726,-15810,-4724,-12375,3141,-3858,-738,-1678,6044,133,671,-1289,5.08,982,4994,320.2
-2902,20170,7276,-1152,1721,-5466,3254,-18796,-5812,-7501,2316,-4796,-806,-1192,7120,179,774,-1473,5.07,1134,5753,320.3
-1406,21862,6880,-2213,-400,-3807,12618,-19752,-2732,-4512,-6945,-5384,-922,-6,8784,200,646,-1510,5.07,1144,5802,320.3
-2332,17052,7432,-2735,-1791,-1698,7182,-17734,-5276,-790,1644,-2950,82,1818,11634,183,-6,-1082,5.08,968,4919,320.5
-2238,16992,7800,-678,-3548,144,862,-9188,-3728,-4916,2292,-14495,-552,2732,12342,347,-146,-791,5.07,1134,5753,320.5
-1428,17668,6542,1916,-5073,923,-68,-21300,-4894,3154,-1790,-1731,-1630,1914,11382,434,-697,-377,5.07,1134,5753,320.6
1816,20506,5868,1792,-7002,4341,5852,-11588,-4814,7200,-1915,-4257,-1718,310,6926,158,-583,699,5.08,978,4969,320.7
2312,19450,4546,645,-7369,5477,3812,-10128,-2558,6284,703,-4358,-2782,704,6576,94,-569,1007,5.07,1114,5654,320.8
3146,16492,3064,-609,-7548,6722,4972,-10072,-2596,7537,2448,-5582,-2674,-1134,3090,84,-982,308,5.07,1114,5654,320.9
3140,11932,294,-1761,-8702,8132,4304,-6858,-3316,9202,1422,-3322,-574,-1228,6200,4,-836,1227,5.08,987,5018,321
3614,9578,-688,-1992,-7828,8910,4718,-4300,-4240,9408,-1158,-3720,-770,-1508,6730,62,-616,1218,5.07,1105,5604,321.1
1048,7864,-1880,-1866,-10390,9597,5460,-2532,-4276,8922,-2867,-4323,-2064,-2006,7070,84,-635,924,5.06,1144,5791,321.2
6232,5244,-3078,-2522,-3590,8993,4940,286,-4582,7526,-2242,-6288,-1766,-2132,8186,-27,-487,995,5.08,973,4944,321.3
66,3648,-4706,-3042,-4873,9119,5392,760,-5322,7139,-1492,-5437,-1480,-2270,8368,-79,-285,803,5.07,1119,5678,321.4
2580,2574,-5946,-3051,-5842,8898,5944,1804,-5530,7242,-1417,-4308,-1196,-1686,8776,-130,-220,524,5.07,1095,5554,321.5
1628,1162,-6578,-3337,-2616,8246,8874,490,-3256,7027,1889,923,-1810,-156,8178,81,-100,430,5.08,1017,5168,321.6
2340,476,-7146,-3563,-2302,7370,6906,4874,-3662,4931,-116,-758,-1778,-42,7472,168,-48,408,5.07,1124,5703,321.7
2812,-2584,-8150,-2455,-1374,6273,7706,6490,-5066,2450,-4836,-1489,-1528,-340,6746,172,42,452,5.08,992,5043,321.8
3542,-3382,-8256,-1764,-1170,4858,10868,5068,-4784,1385,980,2463,-1446,-730,6398,142,103,560,5.07,1095,5554,321.9
4164,-4128,-8090,-834,-855,3520,10090,5312,-4734,-581,2840,3247,-1100,-1430,6458,61,84,607,5.07,1119,5678,321.9
5400,-5514,-8362,809,79,840,8834,1536,-4258,-2132,-624,6038,-784,-1604,6554,-39,36,663,5.08,968,4919,322.1
5472,-5480,-8172,1825,836,-451,8370,1882,-3708,-3108,-1958,3978,-538,-1788,6490,-70,51,502,5.07,1105,5604,322.1
5734,-3748,-7366,2257,1675,-1918,7460,262,-3802,-3746,-304,3803,-456,-1906,6624,-82,83,256,5.07,1100,5579,322.2
5040,-2134,-6038,2066,3027,-4200,6714,-318,-3624,-4484,4681,3529,-826,-1988,6562,-113,209,-162,5.08,968,4919,322.3
4630,-1676,-5976,1977,3522,-5248,6530,-1368,-3442,-4679,5304,3592,-1056,-1688,6678,-129,285,-353,5.07,1109,5629,322.4
4212,-2132,-6196,2483,4274,-5980,5768,-1622,-3542,-4724,4940,3977,-958,-1544,6538,-128,315,-490,5.07,1119,5678,322.5
3356,-158,-5296,3480,5054,-6843,3302,-2432,-1498,-5344,3237,5882,-1114,-1298,6632,-65,401,-754,5.08,973,4944,322.6
3130,1094,-4728,3821,5546,-7348,2172,-4828,550,-5322,2349,6035,-1036,-738,7310,-4,365,-1001,5.07,1119,5678,322.7
1950,2862,-4340,3899,6729,-8504,1784,-8954,828,-4717,1606,5117,-1264,-1450,6720,88,605,-1208,5.08,968,4919,322.8
1602,3266,-4272,4169,7404,-8916,390,-8688,1428,-5039,1805,4877,-1432,-1210,6660,112,753,-1204,5.08,1085,5515,322.9
568,4942,-3206,4380,8086,-9168,2116,-7376,-270,-5512,1460,4719,-1560,-1082,6722,101,772,-1138,5.07,1114,5654,323
-746,10460,1864,3627,7692,-8756,2056,-8748,-748,-6096,2290,4382,-1620,-708,7230,102,953,-1040,5.08,973,4944,323.1
-1424,13476,4266,2503,6631,-8246,648,-12570,-338,-8785,3884,4295,-1074,-750,7936,107,977,-1114,5.08,1085,5515,323.1
-1496,14276,5200,1539,5363,-7505,1014,-14430,-3694,-8146,4399,196,-134,-476,9046,126,886,-1223,5.07,1144,5802,323.2
-2442,17818,5268,952,3223,-5599,12402,-17150,-7194,-5967,6642,-2335,-522,1422,11580,198,258,-1306,5.08,978,4969,323.3
-452,22378,7048,-877,1505,-4180,6000,-22684,-7032,-3166,1218,-322,-1330,1784,10576,69,-290,-879,5.07,1119,5678,323.4
-4592,23660,9028,-923,484,-1224,5000,-21052,-4928,-381,-8379,-2254,-1908,1692,7994,-88,-764,74,5.06,1144,5791,323.5
-1956,21700,11244,-319,-2115,610,4134,-16658,-2350,3919,-1760,-1617,-1958,220,5478,-173,-726,1071,5.08,973,4944,323.6
-132,16892,9272,103,-4499,3714,2622,-14846,-2214,3982,1463,-3654,-612,-1052,5812,-270,-771,1135,5.07,1124,5703,323.7
1952,15192,7740,285,-5768,5067,2332,-13208,-172,4081,3887,-5700,-384,-916,6396,-248,-818,1084,5.06,1153,5841,323.8
2824,14330,4426,-621,-8295,6649,1592,-10944,-3696,5268,-795,-4123,-2066,-1362,7794,-30,-1051,441,5.08,963,4894,323.9
2790,12520,2864,-1534,-8259,7239,2604,-10216,-920,6752,-3366,-3615,-1136,-1134,7188,-28,-575,970,5.07,1144,5802,324
1650,10614,1046,-2240,-9492,8078,3534,-7248,-2276,6268,-3441,-5951,-1458,-2018,9078,-7,-623,912,5.06,1139,5766,324.1
4168,7194,-1722,-2467,-7618,8086,3904,-4420,-2476,5172,-3089,-6691,-1902,-2368,8622,-85,-424,441,5.08,973,4944,324.2
3668,6132,-2928,-2420,-5026,8023,5108,-3564,-2988,5388,-3168,-6116,-1860,-1400,7620,-112,-166,374,5.06,1139,5766,324.3
1594,4290,-4636,-2613,-3335,7921,5444,-2400,-3274,5771,-2682,-5423,-1592,-562,8500,-68,-172,164,5.07,1100,5579,324.4
2558,4540,-6452,-4100,-5819,7851,6570,-612,-4656,6950,-1171,-3979,-1504,130,8058,19,-117,255,5.08,968,4919,324.5
2346,2638,-6784,-4790,-5154,6832,8148,546,-4486,7322,2263,-596,-1468,-230,7776,29,-49,315,5.08,1129,5739,324.6
2690,144,-7554,-4849,-4404,6294,7886,2264,-5184,6460,-1801,-1696,-1352,-344,7454,-20,-92,432,5.07,1114,5654,324.6
3696,-4376,-8760,-2807,-2921,4963,9426,6462,-5574,4961,-6511,-664,-1066,-1134,6794,-157,-86,777,5.08,968,4919,324.7
